uuid|studentuuid|sujectuuid|roomnameuuid
6EA26301-9CC0-49C9-BF26-7FB7AFC6C4D4|9771e08e-4e87-4fe4-9608-a31952ec10cd|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
57AE9F8C-C31A-4007-BFC2-10FC389939A0|A5151A2D-3D63-4092-BC67-AC23A2ED2606|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
146415FF-07C7-44D0-8573-292244064C29|E90FA704-3F08-4C55-9317-B11CDBB9D4A8|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
BACA4A6A-DD6C-4111-A841-AFD73409450F|CB3C3FB9-C9E2-48DC-B65E-218D34B29BE5|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
A466A864-0881-404B-BF29-36BD3F2C950F|23694373-9A8E-4122-8D87-88928C78FC86|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
C8C4503C-4AD3-4B34-BF0C-5A6A36E90251|280BA71D-2173-45A8-9ED6-678D64E5F425|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
A6D71BF0-16E5-413D-8D2F-1B897E1F674F|AD7D7F78-A622-4C10-947B-BBC84B84BD58|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
C9F92544-44B2-4B4E-B8BE-4B8355575178|162084B0-734C-4DB0-84CA-B089F474E5CB|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
BA2FA614-209F-4887-84C3-1AD916D58E0F|051F15CA-8780-4906-A22B-84F444FBDA83|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
AB037FE4-A3A6-4F70-8980-782F0B04E455|0711DD7F-AB2C-4F1C-98FB-AA53E5333087|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
4F3B8739-4CC5-4969-8071-B3BA21092E89|72F08A23-83E1-419D-AE5D-C17774338729|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
4462954C-45B9-4422-BE36-CA88C9F88590|EB267515-31D7-4AAB-97EA-444B2CA1E61B|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
FD0C6F86-26AC-4223-BCF6-0ECF2CBB647E|FD4E90C8-E37F-4ACC-977B-719B87ABE99A|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
AA9921EF-9086-4BB6-A54C-96683811AAD1|2DB81940-DBE8-440B-A8F3-B48374CF48D5|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
F42C37DC-9C66-4C53-905B-321568ED408C|BF26C439-43DA-4403-9D99-EBF54E05A557|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
2168E479-78F4-4B8E-8F4C-AD12048CB740|30337A53-79C2-4DCA-BC0D-5B5B9A826262|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
52CCDF38-3843-4B1C-A55D-1A31C90B10D3|F6D06817-4EE8-4D81-8C2E-194DD8F7FED0|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
E66D642B-CCC1-4024-BB99-22DCB3DB01BD|8F8E971C-E0A3-4F36-9578-DDEE3B186D53|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
B6DFE593-C45E-44AE-B6C8-728637772DF4|7D05C77D-9BE7-4CEF-9C81-C3334FF535A9|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
9C106855-FA1D-4B5F-816B-8ECEB8B5EF76|BFC44B48-5033-4D42-9286-176242244B56|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
CB6BAA19-5FF9-43D4-B4C3-29C8E7A75CAD|20A5275A-8000-4567-B5B2-42743C9D06F6|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
5411B91E-E0BF-4E77-B557-61E675C9FF8E|4A5715E5-06BA-4C6A-B3AD-4ECE988BF422|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
FBF96174-3A34-4F3E-803D-36151643A357|218530D9-38F5-44A0-8D73-1A30B1DFB28F|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
60EB7579-A653-442B-B793-4210C8C7ED1F|96396B64-EB92-4352-9EB3-481686D3176B|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
17B4AF6A-8457-4627-A94C-6F1DE43EA378|C5C3A4FD-E64F-46F6-841A-C31DF1FEA9A4|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
4673826C-241F-452E-8F78-880F8EF434B6|E8A5D9A9-EA7F-41CF-A84C-F61AD3F225D6|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
AE3590D9-EB0A-4673-9D11-FB955F3A59AD|F235A287-AF81-47B2-9E1F-61B3CE385444|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
94053C0A-CDBC-462C-8D20-8EBC21B1128C|C1EC572F-2318-457A-9DF7-854A5E5FA49A|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
8048AE43-B12F-4689-B4AE-7397DBC2F766|3C1DEB2D-2DD7-4F1E-BE89-C9B9B7852062|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
4EAC9B56-5CCF-4966-B9A9-C6F381A0962A|F7181FB0-4EE8-4894-B62A-550DD5E07097|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
7B34D15A-D0C1-4A42-804D-EAF489FCF4D7|90072B13-2EC9-4733-8134-56F800866B9A|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
34B9EAFE-3986-4578-9CA1-4874B6F2EC14|3125CE59-F9E4-42B3-B18F-98D0C9CABD66|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
20EF8EBE-0DF8-48B4-8E85-0A928EDB8DC5|A09855F1-1C1A-4E5C-89F2-CEEA780F45DE|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
E25CF203-8C26-4E99-A698-AC2B239ED90E|5DADC85B-7257-4A65-903B-F00864D9521C|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
F6C9E717-2490-4543-813C-40F8C5841224|82B6EAB3-AE0F-42AD-83E8-A0CE28356BC7|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
7367E4B2-1153-4E7B-9A0A-633ED69B8F08|42C3EEB7-AC68-4029-ACCE-22EC65D0C980|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
7C156BC2-39D9-4361-AB18-0CEC179A03F6|B3A175AE-C590-44C3-AAC8-B8E45D149C79|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
D5CFF916-C897-47CA-ADCC-676BC4E75B9C|C7ADBD8A-9B03-4F5F-ABD1-F1681AD9CE50|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
4CD7718B-2758-49F5-88C6-3BECB748EC5E|FD11FF19-9779-492A-B492-A9EF7981D041|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
27C8FA9A-9833-40AE-B8C5-649A898B93C7|A5E45BB0-9967-40A2-9C2C-79F19E177293|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
BCE673E1-8368-4C28-89B7-D7810D893953|A5E23A8B-43AF-4E49-B042-D5249B3C5F10|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
722B7BC9-6D1D-45B7-85EB-F2734708BE82|4AD67BE1-5988-497E-B785-4D92C3D2E4E3|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
E4C5D314-2D21-45D7-B8C6-C489A50F924C|6A9A396F-48C5-4C37-99F7-EA796E7A8EFA|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
AF1143B9-03AB-4740-8779-818FEFB0A0BD|D2A2101C-108F-40CE-B9F0-8F50585EAE73|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
C3A073C1-37F2-4A04-B8B9-59DE79797C75|DE6780A4-4FF5-4242-B89F-92883D0F1C7E|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
57662034-DAED-47E0-9EFD-8F7ED2AF8684|9046717D-4497-4519-9247-6AFFD17706A4|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
3CD5A1D7-19BD-4409-87AE-DE5F913DF2DA|43FE5177-1EF4-4E31-851E-83D9C7A53576|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
CE881BFC-367F-42F4-819A-5C1CC0DD4AF7|B2F438B8-02E5-4F8D-9423-804DAC940AFE|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
D9205747-7FF4-4031-BF2C-746E257B68ED|322F745A-2811-4904-81C8-5270384558CA|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
E640E692-875F-4223-8CAC-4352765F17C0|ADF40FA4-247B-4238-91B4-F2BD8D1EDFA5|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
8F0B55A7-C34C-45F8-A370-0A29A01B4E2E|2D2DCD6D-A158-4F8A-9AF2-A0B9B2C2FC98|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
2137291A-D76B-48CE-A7CC-F04B6638128C|CD963199-6BC5-40D6-8F9C-90C6A7E7A01D|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
CF8775AB-3A3A-4C65-BDD6-B7FBAB02CF19|BF980B53-D306-4E44-B467-7BC77B5DE031|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
168D87A4-C44C-445F-B407-8620F8528EAF|8B7745CC-3E7F-42AC-A5C6-A8168D582C65|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
E79A5FDB-815F-46B8-A9C7-1AF834987A2D|10FD4406-E546-4D6B-8346-A9CB66D2B5A9|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
6E1777BA-4199-4273-9228-83A789727C0F|6C68B7CE-18ED-4E11-93D4-13ED8A791266|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
6D8A8BF4-87B5-4C76-8802-37F926C1005A|344180F5-69C2-458D-8A76-A13838245EC7|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
205DC37F-EEE0-40EC-B0DA-7455E25E97F7|5C88EFC9-8683-491F-8FEF-10502B89B05E|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
F399475A-1CA5-48FA-9E76-98E4B0BCC246|8DCF543F-0B58-4980-AEBE-83DF7AD2D01A|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
6F4321D4-F7DD-45BB-BDCF-0153710A0AED|20D06F8E-CB52-43B4-A363-AB36967652B1|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
78525E15-C15C-4D5E-A25B-734A28A2A738|426C6295-5A10-41E4-A442-02A651F24FBC|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
539FF9F7-1137-4CB8-925D-63735D81B5ED|AD72ED57-A90F-4B28-9D7A-04A7E6DFA7CF|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
1DCC043B-EB18-4698-87A3-B8C7F3B6EE40|89CA307F-ACF8-4B02-9D6E-D4662CBF0F88|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
63F94942-B3F7-4D2B-BA53-22CFF7070220|CC34441F-500E-46E6-A868-93E6E6EE6431|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
6281E43D-C75E-41CF-A732-08444697B249|279EAFA6-137D-4854-84B3-CA9E15C2312D|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
9D810F64-B38E-40EF-8299-D6605293B577|1B85352D-1777-4C62-8689-638018390F25|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
D208CF80-DD7E-480A-B5D8-250F36F4DF5C|4ADD0497-B256-4074-B487-CE91AD01B7F1|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
875D2C64-6B36-4214-8160-AEDAFAE8FA02|97886E12-50D6-4728-B2F7-C65544769FEA|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
B46C89D1-C3E5-4579-B2DF-4E8854E649F9|0A933196-2032-4E0A-B027-C7855D2E7B83|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
EB783D62-C46D-441D-8751-2B0EF58A9323|E2143967-AC1A-4E52-9D3E-7A5ECDEEBE54|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
2A8361A3-F95C-4CBA-ACA7-D364E11AAC56|959B8D81-57D8-4FB2-8E01-BACA59B1DB85|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
5B2EA25B-E483-4DA2-99AB-119B636874FB|37929926-C41C-41FC-B56A-BA5605E3DF8B|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
DA560C05-FD0C-485B-98A5-DFD6E661F50A|C6C2A82D-0057-445F-ABC0-CA9556FDEC66|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
8F3C7896-1FDA-4997-8165-E7643BED9085|30054B93-C6BC-4E40-86C8-B6C8B4D31FFF|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
ADC81995-B3F5-46AA-954B-C66B0F56F55C|75364A7F-3318-4657-B822-43B3B03AC082|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
2949BADA-A63F-481E-97F1-9788A38CBDB6|405C767B-31A2-41AA-975F-C6C6FD093CED|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
59320F28-71B6-413E-A36F-4E7D04026430|77D0FD40-AA44-4123-9127-237329E399B4|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
F3EAE953-30C6-46C5-AF99-8DC97378D4D5|58DD73DC-7DB9-46AE-879F-19A145F48C44|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
60A8D08C-A085-43DC-A5B3-F10CBDA192C7|4DA2F4E9-6066-4E7E-9720-A7C537CA68FD|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
14FD8671-DC89-49E2-B1BD-602C633EEB32|7B8C9862-BE38-4C19-B978-4F2D516264E8|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
4720EFD1-83CC-4450-AE9E-5A2F8AE99224|160598CA-40D2-451D-83A2-B206444FBEB1|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
D1FF31CE-F9D1-4A0A-9166-21AFDEAA53D4|DF2E1067-D7AE-4267-ADF6-7A0E00580395|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
07B6ADF4-94E3-4FD1-9D97-1ADD4A4CC800|E2C76120-6210-4382-87EB-D1831194CEAC|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
105437EF-1935-4723-A32D-5C7AA394E943|A7DB662A-F029-4E61-B9DA-8F8FBB6E9C2B|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
DC63A2F5-164F-4693-97E8-091A43B68C6C|7EB28850-D359-447E-8A0E-772B53E56928|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
B160447E-3CE0-4017-BE39-D1A17104128B|109E2190-1376-42E3-A1E3-CF3BBB3562C0|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
0118773D-69FA-4955-BF74-4BFEED53EF5E|BF417051-B59C-436F-A2D6-7882E12DFB2E|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
0541CD63-965E-4AE8-B9C7-292004DF11DE|A9B53E30-7945-4B3A-BCB5-735D45F7D90C|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
39AFC74B-DBE3-4D8C-9542-B4ACAA896E36|1274712B-8FD9-4E15-9920-98A1DB642CF3|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
13235374-EF70-4BD6-802B-8CB1CAAADD19|225FFAC7-C157-4775-9858-174D0FBCDC83|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
FD39833D-3018-4418-AB0E-4A5DA5F4582E|72E60D8A-A375-4248-9E8A-7AC5133138BD|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
BAC05C66-9543-45BB-9B81-B30434ED6EEA|2EBB8D57-A3C7-4904-93D6-A6EBA2044917|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
73C54340-E063-4118-9ABA-45426E0ACA18|DCDDF517-3F74-4765-92D3-56F01EDA4799|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
DC011258-017F-4B86-8661-D5E478D8E17B|A97FE25A-1029-4956-BA48-B6A3AE3064FE|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
2821DA44-7FE5-44F9-96CC-958E75801868|98149764-7A26-4688-AB73-B6B4D7980E4D|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
5A8A2E51-CB28-484B-94B0-08F66C07DC6F|40BE24F7-0FC4-457A-8278-FAA795772822|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
71C5E9D1-11D5-4817-8937-746AADD682E7|BD7C786D-28F0-498D-A8C6-003AA44BA7B4|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
45765236-17D1-4B64-BDB3-DA60C9986FEF|D5E65F43-12E9-4E6A-A013-9321434B7354|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
C057B6F1-CAF2-47E7-BAB8-0CD0A6BF36B4|CBFDAB2C-E872-4821-AD2E-B8CA7F49C327|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
0EE45C3E-1173-4E3C-B5C4-7C1D957CEF21|A1B3A19D-64A2-4A62-A826-AC0341169294|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
5643C7A8-6AD5-491E-ADED-B69DC48809BB|217F42F7-4356-48D5-87E6-7E96CA44CE79|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
76D72DC6-1E6D-4E48-A2E2-CD0609BBE1AC|139EB611-A803-4526-AFB9-7FBDB59F476D|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
453B4113-0FD4-4C12-BBDA-7392BDFF3C5B|477FC33A-FE04-4AB0-8B34-900777D5B3DA|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
31B1DD9E-B835-4934-A547-5E96280208F4|23CD741B-6649-4BBA-A534-25DD0C50CDA7|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
82FABBA4-09A8-4359-A654-0F31B7BC6BA0|A7122E4E-769B-4390-999F-B7EAD7F290C3|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
E26E4FCB-3B9F-4FB2-9BF1-1B12E68BDE1D|46A7AB1A-E06C-42A5-8C6C-D8993BF4F839|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
BD4155D0-FE19-47FE-8B70-9DD816D797E6|04A0C994-44DC-4CD0-9668-7AE36C3E6EEF|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
71A18BD6-300A-4098-AF9E-18EAA723EAF1|F569D85A-E160-4F4B-9E3C-D0331D345038|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
BD2253FE-8F44-49C5-A018-70275471B549|C4B7E9A7-DE50-4373-AA51-DF38446B4756|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
10B0D4EF-8399-4E7E-A683-6469889F6E3E|A0F4F2BE-4844-42A1-9D98-D3F095AE4F87|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
B732D2B1-7103-4EBE-AAEF-47EF34997453|5054F6A5-228B-492E-87C2-788A558A1633|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
81F05A8D-8DF9-4D28-84AC-0FDFE092D33D|01F368CA-CAEE-4C31-8B02-2D04E3709DD4|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
97575FD5-A3BA-4B89-9455-E1A34904565E|5E664942-DDF6-4A75-9CD7-C0E1B68F3D76|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
E9C4843E-B04A-4A64-B662-8494DAABCF5F|9B46BB38-4AF1-49B7-8100-1B25C478D9F5|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
A667248D-D755-4184-BF45-F252E0C165E7|D48BFC86-D108-4932-9F70-3478E604E830|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
175B0F19-D986-4692-88B3-DF7E128442EF|89B8755A-FDF5-41BA-8C27-B3858435FB86|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
E12D1EBA-D9A5-451F-87BC-AE5F88AA48FA|7903A066-B9BE-4C1D-B8D4-BB3207FD6FE2|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
